ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
223,Cyprus,CYP,,,Europe,Public health measures,Introduction of quarantine policies,No,International passengers,Not applicable,15/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,15/03/2020,
224,Cyprus,CYP,,,Europe,Social distancing,Limit public gatherings,No,,Not applicable,15/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,15/03/2020,
225,Cyprus,CYP,,,Europe,Public health measures,Awareness campaigns,No,,Not applicable,15/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,15/03/2020,
1167,Cyprus,CYP,,,Europe,Social and economic measures,State of emergency declared,No,,,15/03/2020,US Embassy of Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,20/03/2020,
1168,Cyprus,CYP,,,Europe,Social distancing,Public services closure ,Yes,"All schools and hotels (until at least 10. April). All workplaces excpet those providing basic needs and emergency services (untul at least 27. March). All non-essentials public facilites. limited in ppl allowed in places of essiatials (pharmicies, grocery stores etc)",,16/03/2020,US Embassy of Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,20/03/2020,
1170,Cyprus,CYP,,,Europe,Movement restrictions,International flights suspension,No,All flights for 14 days ,,21/03/2020,US Embassy Cyprus ,Government,https://cy.usembassy.gov/covid-19-information/,20/03/2020,
1170,Cyprus,CYP,,,Europe,Public health measures,Strengthening the public health system,No,"Suspension of non-emergent cases and surgeries, ban on patient vistors",,20/03/2020,Ministry of foreign affairs - Cyprus,Government,https://www.pio.gov.cy/coronavirus/en/press/20032020_12.pdf,20/03/2020,
2221,Cyprus,CYP,,,Europe,Public health measures,Health screenings in airports and border crossings,Yes,"screening passengers from China, Hong Kong, northern Iran, Italy, Japan, Singapore and South Korea more intensively.",Not applicable,07/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,25/03/2020,https://www.thenationalherald.com/290395/cyprus-steps-up-coronavirus-screening-at-airport-for-high-risk-countries/
2222,Cyprus,CYP,,,Europe,Movement restrictions,Curfews,Yes,"partial curfew will be in place for 14 days.  Individuals may only leave their residences to seek goods and services from essential personnel and businesses.  All public sector employees except for the police force, fire department, health, civil aviation, finance and similar services will be under administrative leave until March 27, 2020.  Private sector businesses except those which provide basic needs such as groceries, bakeries, gas stations, pharmacies, etc., will also be closed until at least March 27.  All business hours are restricted from 07:00 to 18:00.",Not applicable,23/03/2020,US Embassy Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,25/03/2020,
2223,Cyprus,CYP,,,Europe,Social and economic measures,Emergency administrative structures activated or established,No,"enhancements to the emergency declaration. Until April 13, all unnecessary movement is banned with certain exceptions.  All people must carry identification and proof as to the purpose of their movement.  Parks, playgrounds, open-air sport spaces, and public gathering areas will be closed to the public.",Not applicable,24/03/2020,US Embassy Cyprus,Government,https://cy.usembassy.gov/covid-19-information/,25/03/2020,
2224,Cyprus,CYP,,,Europe,Movement restrictions,Domestic travel restrictions,No,"Public Transport Companies which have the exclusive right to carry passengers on their geographical area, will not carry any passengers who do not possess any evidence, either in hard copy or electronic form (as these are issued by the competent authorities of the Republic of Cyprus), allowing them to be transferred outside their home.",Not applicable,23/03/2020,Press and Information Office Cyprus,Other organisations,https://www.pio.gov.cy/coronavirus/en/press/24032020_17.pdf,25/03/2020,
450,Czech Republic,CZE,,,Europe,Public health measures,Health screenings in airports and border crossings,No,Screenings at major border crossings,Not applicable,12/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,16/03/2020,
451,Czech Republic,CZE,,,Europe,Public health measures,Introduction of quarantine policies,Yes,If an infection is suspected authorities may be directed to a quarantine facility for testing and legally mandated quarantine. ,Not applicable,12/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,16/03/2020,
452,Czech Republic,CZE,,,Europe,Social distancing,Schools closure ,No,"All schools, universities, cultural institions are closed for the next 30 days. ",Not applicable,12/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,16/03/2020,
453,Czech Republic,CZE,,,Europe,Social distancing,Limit public gatherings,No,All public events with more than 30 people are banned. ,Not applicable,12/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,16/03/2020,
455,Czech Republic,CZE,,,Europe,Social and economic measures,State of emergency declared,No,,Not applicable,12/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/health-alert-u-s-embassy-prague-czech-republic/,16/03/2020,
456,Czech Republic,CZE,,,Europe,Lockdown,Partial lockdown,Yes,"Nationwide quarantine from 16 March until 24 March, except for essential needs, helping others and necessary trips to famillies",Not applicable,16/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/covid-19-information/,16/03/2020,
457,Czech Republic,CZE,,,Europe,Movement restrictions,Border closure ,No,Borders closed from 16 March to 24 March,Not applicable,16/03/2020,U.S. Embassy in the Czech Republik,Government,https://cz.usembassy.gov/covid-19-information/,16/03/2020,
949,Czech Republic,CZE,Prague,,Europe,Social distancing,Limit public gatherings,No,People are required to wear protective medical masks and keep a distance of 2m everywhere,,18/03/2020,U.S. Embassy in the Czech Republic,Government,https://cz.usembassy.gov/covid-19-information/,20/03/2020,https://www.brno.cz/coronavirus
950,Czech Republic,CZE,,,Europe,Social distancing,Limit public gatherings,No,Ban of all public and private gatherings,,,U.S. Embassy in the Czech Republic,Government,https://cz.usembassy.gov/covid-19-information/,20/03/2020,
951,Czech Republic,CZE,,,Europe,Social distancing,Limit public gatherings,Yes,"For the protection of elderly people, only people over 65 years or people with disability over 50 are allowed to enter grocery and drug stores from 7-9am (earlier set as 10-12am). Also, a support hotline for elderly to help them with their shopping was implemented",,19/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-require-the-wearing-of-protective-equipment-and-reserved-time-for-senior-citizens-to-do-their-food-shopping-180465/,20/03/2020,
952,Czech Republic,CZE,,,Europe,Social distancing,Public services closure ,No,"Some of the national long-distance trains have been restricted, affecting 6.6% of train journeys ",,18/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/the-government-has-decided-to-require-the-wearing-of-protective-equipment-and-reserved-time-for-senior-citizens-to-do-their-food-shopping-180465/,20/03/2020,
953,Czech Republic,CZE,,,Europe,Social and economic measures,Economic measures,Yes,Parents can now receive care allowance until the ban on school attendance is liften and more widely than under previous legislation,,19/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,20/03/2020,https://www.mpsv.cz/documents/20142/1248138/19_03+TZ+o%C5%A1et%C5%99ovn%C3%A9+AKTU%C3%81LN%C4%9A.pdf/aab4c8c3-8e88-ca8a-708f-1a1436e92944
1008,Czech Republic,CZE,,,Europe,Social and economic measures,Economic measures,No,The government has extended its COVID loan program from 600 million to 10 billion crowns and further extended financial support to self-employed persons. Also a targeted employmet support program was implemented (covering parts of companies costs after March 1st),,19/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,20/03/2020,
1009,Czech Republic,CZE,,,Europe,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"Cross-border commuters have to present a special document, the so-called cross-border worker's passbook to monitor the frequency of border crossings",,21/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,20/03/2020,https://www.mvcr.cz/mvcren/article/coronavirus-information-of-moi.aspx
1010,Czech Republic,CZE,,,Europe,Public health measures,Strengthening the public health system,No,"The government has ordered that all acute in-patient care facilities be obliged to allocate capacity for such cases. In total, 400 beds with ventilation and another 400 beds with oxygen support should be prepared for seriously ill patients in the Czech Republic at this stage. Also a ban of patient visits, with exeptions, has been implemented",,19/03/2020,Government,Government,https://www.vlada.cz/en/media-centrum/aktualne/government-approves-proposal-to-extend-the-payment-of-care-allowance-during-the-state-of-emergency-the-self-employed-will-also-receive-money-180504/,20/03/2020,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimořádné-opatření-příkaz-poskytovatelům-akutní-lůžkové-péče.pdf
1011,Czech Republic,CZE,,,Europe,Movement restrictions,Surveillance and monitoring,Yes,"People with confirmed SARS CoV -2 may be, under their agreement, tracked through data provided by banks and telecom providers",,19/03/2020,Ministry of Health,Government,https://koronavirus.mzcr.cz/wp-content/uploads/2020/03/Mimořádné-opatření-nařízení-pro-operátory-veřejných-mobilních-komunikačních-sítí-a-banky.pdf,20/03/2020,
458,Denmark,DNK,,,Europe,Movement restrictions,Border closure ,Yes,"The government of Denmark closed its borders to all but Danish citizens, individuals with Danish work or residency permits, and those the Danish government determines have a critical purpose of travel ",Not applicable,14/03/2020,U.S. Embassy in Denmark,Government,https://dk.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/,16/03/2020,
466,Denmark,DNK,,,Europe,Public health measures,General recommendations,Yes,All Danes should avoid all but necessary travel outside of the country.,Not applicable,13/03/2020,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/ministry-of-foreign-affairs-of-denmark-now-advises-against-all-unnecessary-travel,16/03/2020,
471,Denmark,DNK,,,Europe,Social distancing,Schools closure ,No,All public schools are closed for two weeks as 16 March.,Not applicable,11/03/2020,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,16/03/2020,
472,Denmark,DNK,,,Europe,Social distancing,Public services closure ,Yes,All public servants who do not perform critical functions will be asked towork from home. ,Not applicable,16/03/2020,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,16/03/2020,
479,Denmark,DNK,,,Europe,Social distancing,Limit public gatherings,No,Closures of indoor cultural institutions and leisure facilities. Transportation limited.,Not applicable,13/03/2020,Danish Police,Government,https://politi.dk/en/corona-virus-covid-19-in-denmark/new-measures-against-covid-19,16/03/2020,
1284,Denmark,DNK,,,Europe,Social distancing,Limit public gatherings,No,"Prohibition of events, events, etc. with more than 10 people; provisionally valid until 30th March",,18/03/2020,Danish police,Government,https://politi.dk/coronavirus-i-danmark/seneste-tiltag-mod-spredning-af-coronavirus-covid-19,21/03/2020,
1285,Denmark,DNK,,,Europe,Social distancing,Limit public gatherings,No,"Closing of major centres, sports facilities, nightclubs, taverns, restaurants and cafes etc.; the take-out of food continues to be possible if hygiene restrictions are being followed; provisionally valid until 30th March",,18/03/2020,Danish police,Government,https://politi.dk/coronavirus-i-danmark/seneste-tiltag-mod-spredning-af-coronavirus-covid-19,21/03/2020,
1286,Denmark,DNK,,,Europe,Public health measures,General recommendations,Yes,Danes returning home from abroad are strongly urged to stay home for 14 days and observe potential symptoms,,,Danish police,Government,https://politi.dk/coronavirus-i-danmark/seneste-tiltag-mod-spredning-af-coronavirus-covid-19,21/03/2020,
