"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"1068","NB077",2020-05-08,2020-05-08,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Office of the Premier
What: Opened non-regulated child care centres, provided that they follow guidelines and have an operational plan; regulated early learning and child care centres scheduled to open on May 19
Effective until:","Canada","Office of the Premier","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0261.html","New Brunswick"
"1069","NB078-business",2020-05-08,2020-05-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Office of the Premier
What: Opened offices, malls and retail businesses
Effective until:","Canada","Office of the Premier","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0261.html","New Brunswick"
"1070","NB079-business",2020-05-08,2020-05-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Office of the Premier
What: Permitted libraries, museums, galleries, campgrounds and outdoor recreational businesses to open, provided that operational guidelines are met
Effective until:","Canada","Office of the Premier","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0261.html, https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/recovery.html","New Brunswick"
"1071","NB080",2020-05-11,2020-05-11,NA,"Social Distancing",NA,"Who: Office of the Premier, Chief Medical Officer of Health
What: Announced new rules for end of life visits in hospitals, long-term care homes and hospices. Patients/residents may designate 2 visitors who may visit only 1 at a time.
Effective until","Canada","Office of the Premier, Chief Medical Officer of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0265.html","New Brunswick"
"1072","NB081-business",2020-05-12,2020-05-12,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Office of the Premier
What: Opened trails for Sugarloaf Provincial Park. More provincial parks to open throughout May and June. Services limited to trails and beaches, public washrooms, limited restaurant services (where applicable) and seasonal and daily camping.
Effective until:","Canada","Office of the Premier","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0267.html","New Brunswick"
"1073","NB082-business",2020-05-12,2020-05-12,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health, Department of Agriculture, Aquaculture and Fisheries
What: Farmers' markets may open as long as they develop an operational plan; each individual vendor must develop an operational plan as well
Effective until:","Canada","Department of Health, Department of Agriculture, Aquaculture and Fisheries","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0268.html","New Brunswick"
"1074","NB083",2020-05-14,2020-05-14,"2020-05-28","Declaration of Emergency",NA,"Who: Department of Health
What: Extended the provincial state of emergency
Effective until: 2020-05-28","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0274.html","New Brunswick"
"1075","NB084",2020-05-19,2020-06-01,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Department of Education and Early Childhood Development
What: Schools open for teachers only in June
Effective until:","Canada","Department of Education and Early Childhood Development","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0288.html","New Brunswick"
"1076","NB085-mass_gatherings",2020-05-22,2020-05-22,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Department of Health
What: Previously established 2-household bubbles may be expanded to include more close friends and family; indoor gathering should be limited to 10 people
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html","New Brunswick"
"1077","NB086-health_res",2020-05-22,2020-05-22,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Department of Health
What: Permitted non-regulated health professionals to resume in-person services
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html","New Brunswick"
"1078","NB087-business",2020-05-22,2020-05-22,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health
What: Allowed personal services businesses (e.g., barbers, hair stylists, spas, estheticians) to resume in-person services
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html, https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0311.html","New Brunswick"
"1079","NB088-mass_gatherings",2020-05-22,2020-06-05,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Department of Health
What: Increased the limit on outdoor gatherings to 50 people or fewer; funeral and wedding services with distancing permitted for 50 people or fewer
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html, https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0311.html","New Brunswick"
"1080","NB089-business",2020-05-22,2020-06-05,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Health
What: Opened park playgrounds, swimming pools, saunas and waterparks, gyms, yoga and dance studios, rinks and indoor recreational facilities, and pool halls and bowling alleys; low-contact sports leagues permitted to resume provided that they maintain an operational plan
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html, https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0311.html","New Brunswick"
"1081","NB090-external_border",2020-05-22,2020-06-05,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Department of Health
What: Announced that temporary foreign workers and both domestic and international students will be permitted to enter the province, isolating for 14 days upon arrival
Effective until:","Canada","Department of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0296.html","New Brunswick"
"1082","NB091-mass_gatherings",2020-05-27,2020-05-27,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Premier, Chief Medical Officer of Health
What: Moved Zone 5 only back to Orange Level, reverting the lifting of restrictions announced on May 22; households not permitted to extend beyond their 2-household bubble
Effective until:","Canada","Premier, Chief Medical Officer of Health","Other (e.g., county)","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0307.html","New Brunswick"
"1083","NB092-health_res",2020-05-27,2020-05-27,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Premier, Chief Medical Officer of Health
What: Closed businesses for non-regulated health professionals in Zone 5; moved Zone 5 only back to Orange Level, reversing the lifting of restrictions announced on May 22 
Effective until:","Canada","Premier, Chief Medical Officer of Health","Other (e.g., county)","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0307.html","New Brunswick"
"1084","NB093-business",2020-05-27,2020-05-27,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Premier, Chief Medical Officer of Health
What: Closed personal services businesses in Zone 5 (e.g., barbers, hair stylists, spas, estheticians); moved Zone 5 only back to Orange Level, reversing the lifting of restrictions announced on May 22 
Effective until:","Canada","Premier, Chief Medical Officer of Health","Other (e.g., county)","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0307.html","New Brunswick"
"1085","NB094",2020-05-13,NA,NA,"Public Awareness Measures",NA,"Who: New Brunswick Association of Dietitians 
What: Provided dietitians with safety guidelines for reopening
Effective until:","Canada","New Brunswick Association of Dietitians","Provincial","Provincial","http://www.adnb-nbad.com/wp-content/uploads/2020/05/Guidelines-on-Providing-In-Person-Service-During-COVID-19.pdf","New Brunswick"
"1086","NB095-business",2020-05-08,2020-05-08,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Office of the Premier
What: Permitted restaurants and similar venues such as brewpubs, non-essential retail establishments and non-essential offices to open, provided that operational guidelines are met 
Effective until:","Canada","Office of the Premier","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.05.0261.html, https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/recovery.html","New Brunswick"
"1087","NB096-business",2020-04-24,2020-04-24,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Office of the Premier, Chief Medical Officer of Health
What: Outdoor religious services permitted as long as attendees stay in vehicles 2 metres apart
Effective until:","Canada","Office of the Premier, Chief Medical Officer of Health","Provincial","Provincial","https://www2.gnb.ca/content/gnb/en/news/news_release.2020.04.0226.html","New Brunswick"
"1088","NB097",NA,NA,NA,"Public Awareness Measures",NA,"Who: Chief Medical Officer of Health
What: Published definition of a COVID-19 outbreak in long-term care as a single laboratory-confirmed case of COVID-19 in a resident or staff member; original publication date unknown
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://www2.gnb.ca/content/dam/gnb/Departments/h-s/pdf/covid-19_ltcf_guidance-e.pdf","New Brunswick"
